X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-4.800000e-04,1.000000e-06
0,1.60e-01,2.00e-01,
1,2.00e-01,-2.00e-01,
2,1.40e-01,2.00e-01,
3,2.00e-01,-2.00e-01,
4,2.00e-01,-2.00e-01,
5,1.40e-01,2.00e-01,
6,1.40e-01,2.00e-01,
7,2.00e-01,-2.00e-01,
8,1.40e-01,-2.00e-01,
9,2.00e-01,2.00e-01,
10,1.60e-01,2.00e-01,
11,2.00e-01,-2.00e-01,
12,2.00e-01,2.00e-01,
13,1.40e-01,-2.00e-01,
14,1.40e-01,2.00e-01,
15,2.00e-01,-2.00e-01,
16,1.80e-01,2.00e-01,
17,1.20e-01,-2.00e-01,
18,1.20e-01,2.00e-01,
19,1.80e-01,-2.00e-01,
20,1.80e-01,2.00e-01,
21,1.20e-01,-2.00e-01,
22,1.80e-01,2.00e-01,
23,1.20e-01,-2.00e-01,
24,1.20e-01,2.00e-01,
25,1.80e-01,-2.00e-01,
26,1.80e-01,2.00e-01,
27,1.20e-01,-2.00e-01,
28,1.80e-01,2.00e-01,
29,1.20e-01,-2.00e-01,
30,1.40e-01,-2.00e-01,
31,1.80e-01,2.00e-01,
32,1.40e-01,2.00e-01,
33,2.00e-01,-2.00e-01,
34,1.80e-01,2.00e-01,
35,1.40e-01,-2.00e-01,
36,1.80e-01,2.00e-01,
37,1.20e-01,-2.00e-01,
38,1.80e-01,-2.00e-01,
39,1.20e-01,2.00e-01,
40,1.20e-01,2.00e-01,
41,1.80e-01,-2.00e-01,
42,1.60e-01,2.00e-01,
43,1.20e-01,-2.00e-01,
44,1.60e-01,-2.00e-01,
45,1.20e-01,2.00e-01,
46,1.60e-01,2.00e-01,
47,1.00e-01,-2.00e-01,
48,1.60e-01,2.00e-01,
49,1.00e-01,-2.00e-01,
50,1.60e-01,-2.00e-01,
51,1.00e-01,2.00e-01,
52,1.00e-01,2.00e-01,
53,1.80e-01,-2.00e-01,
54,1.60e-01,-2.00e-01,
55,1.20e-01,2.00e-01,
56,1.00e-01,-2.00e-01,
57,1.80e-01,0.00e+00,
58,1.80e-01,-2.00e-01,
59,1.20e-01,2.00e-01,
60,2.00e-01,-2.00e-01,
61,1.40e-01,2.00e-01,
62,1.40e-01,2.00e-01,
63,2.00e-01,-2.00e-01,
64,1.40e-01,2.00e-01,
65,2.00e-01,-2.00e-01,
66,1.20e-01,2.00e-01,
67,2.00e-01,-2.00e-01,
68,2.00e-01,2.00e-01,
69,1.40e-01,-2.00e-01,
70,1.80e-01,-2.00e-01,
71,1.20e-01,2.00e-01,
72,1.80e-01,2.00e-01,
73,1.20e-01,-2.00e-01,
74,1.80e-01,-2.00e-01,
75,1.20e-01,2.00e-01,
76,1.20e-01,-2.00e-01,
77,1.80e-01,2.00e-01,
78,1.20e-01,-2.00e-01,
79,1.80e-01,2.00e-01,
80,1.20e-01,2.00e-01,
81,1.80e-01,-2.00e-01,
82,1.20e-01,-2.00e-01,
83,1.80e-01,2.00e-01,
84,1.80e-01,2.00e-01,
85,1.20e-01,-2.00e-01,
86,1.20e-01,2.00e-01,
87,2.20e-01,-2.00e-01,
88,2.20e-01,2.00e-01,
89,1.60e-01,-2.00e-01,
90,2.00e-01,-2.00e-01,
91,1.40e-01,2.00e-01,
92,2.00e-01,-2.00e-01,
93,1.40e-01,2.00e-01,
94,2.00e-01,2.00e-01,
95,1.40e-01,-4.00e-01,
96,2.00e-01,2.00e-01,
97,1.40e-01,-2.00e-01,
98,2.00e-01,-2.00e-01,
99,1.40e-01,2.00e-01,
100,1.40e-01,0.00e+00,
101,2.00e-01,-2.00e-01,
102,1.40e-01,2.00e-01,
103,2.00e-01,-2.00e-01,
104,1.40e-01,2.00e-01,
105,2.00e-01,-2.00e-01,
106,1.40e-01,-2.00e-01,
107,2.00e-01,2.00e-01,
108,1.80e-01,2.00e-01,
109,1.20e-01,-2.00e-01,
110,1.80e-01,2.00e-01,
111,1.20e-01,-2.00e-01,
112,2.00e-01,-2.00e-01,
113,1.20e-01,2.00e-01,
114,1.80e-01,2.00e-01,
115,1.20e-01,-2.00e-01,
116,1.80e-01,2.00e-01,
117,1.20e-01,-2.00e-01,
118,1.80e-01,-2.00e-01,
119,1.20e-01,2.00e-01,
120,1.20e-01,2.00e-01,
121,1.80e-01,-2.00e-01,
122,1.80e-01,2.00e-01,
123,1.20e-01,-2.00e-01,
124,1.80e-01,-2.00e-01,
125,1.20e-01,2.00e-01,
126,1.80e-01,2.00e-01,
127,1.20e-01,-2.00e-01,
128,1.20e-01,2.00e-01,
129,1.80e-01,-2.00e-01,
130,1.20e-01,-2.00e-01,
131,1.80e-01,2.00e-01,
132,1.20e-01,2.00e-01,
133,1.80e-01,-2.00e-01,
134,1.80e-01,2.00e-01,
135,1.20e-01,-2.00e-01,
136,1.20e-01,2.00e-01,
137,1.60e-01,-2.00e-01,
138,1.60e-01,-2.00e-01,
139,1.20e-01,2.00e-01,
140,1.60e-01,-2.00e-01,
141,1.00e-01,2.00e-01,
142,1.80e-01,-2.00e-01,
143,1.00e-01,2.00e-01,
144,1.20e-01,2.00e-01,
145,1.80e-01,-2.00e-01,
146,1.20e-01,-2.00e-01,
147,1.80e-01,2.00e-01,
148,1.80e-01,2.00e-01,
149,1.20e-01,-2.00e-01,
150,1.80e-01,2.00e-01,
151,1.20e-01,-2.00e-01,
152,1.80e-01,-2.00e-01,
153,1.20e-01,2.00e-01,
154,1.20e-01,2.00e-01,
155,1.80e-01,-2.00e-01,
156,1.80e-01,-2.00e-01,
157,1.20e-01,2.00e-01,
158,1.80e-01,-2.00e-01,
159,1.20e-01,2.00e-01,
160,1.20e-01,2.00e-01,
161,1.80e-01,-2.00e-01,
162,1.80e-01,-2.00e-01,
163,1.20e-01,2.00e-01,
164,1.80e-01,-2.00e-01,
165,1.20e-01,2.00e-01,
166,1.80e-01,-2.00e-01,
167,1.20e-01,2.00e-01,
168,1.80e-01,-2.00e-01,
169,1.20e-01,2.00e-01,
170,1.20e-01,0.00e+00,
171,1.80e-01,-2.00e-01,
172,1.80e-01,-2.00e-01,
173,1.20e-01,2.00e-01,
174,1.20e-01,2.00e-01,
175,1.80e-01,-2.00e-01,
176,1.80e-01,2.00e-01,
177,1.20e-01,-2.00e-01,
178,1.80e-01,2.00e-01,
179,1.20e-01,-2.00e-01,
180,1.20e-01,2.00e-01,
181,1.80e-01,-2.00e-01,
182,1.20e-01,-2.00e-01,
183,1.80e-01,2.00e-01,
184,1.20e-01,2.00e-01,
185,2.20e-01,-2.00e-01,
186,2.40e-01,2.00e-01,
187,1.60e-01,-2.00e-01,
188,2.20e-01,2.00e-01,
189,1.60e-01,-2.00e-01,
190,2.00e-01,-2.00e-01,
191,1.40e-01,2.00e-01,
192,2.00e-01,2.00e-01,
193,1.40e-01,-2.00e-01,
194,2.00e-01,2.00e-01,
195,1.40e-01,-2.00e-01,
196,1.80e-01,-2.00e-01,
197,1.20e-01,2.00e-01,
198,1.80e-01,-2.00e-01,
199,1.20e-01,2.00e-01,
200,1.80e-01,2.00e-01,
201,1.20e-01,-2.00e-01,
202,1.20e-01,2.00e-01,
203,1.80e-01,-2.00e-01,
204,1.80e-01,2.00e-01,
205,1.20e-01,-2.00e-01,
206,1.80e-01,-2.00e-01,
207,1.20e-01,2.00e-01,
208,1.20e-01,-2.00e-01,
209,1.80e-01,2.00e-01,
210,1.80e-01,-2.00e-01,
211,1.20e-01,2.00e-01,
212,1.80e-01,-2.00e-01,
213,1.20e-01,2.00e-01,
214,1.80e-01,2.00e-01,
215,1.20e-01,-2.00e-01,
216,1.80e-01,2.00e-01,
217,1.20e-01,-2.00e-01,
218,1.80e-01,2.00e-01,
219,1.20e-01,-2.00e-01,
220,1.40e-01,-2.00e-01,
221,2.00e-01,2.00e-01,
222,1.80e-01,-2.00e-01,
223,1.20e-01,2.00e-01,
224,1.80e-01,-2.00e-01,
225,1.20e-01,2.00e-01,
226,1.20e-01,2.00e-01,
227,1.80e-01,-2.00e-01,
228,1.80e-01,2.00e-01,
229,1.20e-01,-2.00e-01,
230,1.20e-01,2.00e-01,
231,1.80e-01,-2.00e-01,
232,1.20e-01,2.00e-01,
233,1.80e-01,-2.00e-01,
234,1.80e-01,2.00e-01,
235,1.00e-01,-2.00e-01,
236,1.00e-01,-2.00e-01,
237,1.80e-01,2.00e-01,
238,1.80e-01,2.00e-01,
239,1.20e-01,-2.00e-01,
240,1.20e-01,2.00e-01,
241,1.80e-01,-2.00e-01,
242,1.80e-01,2.00e-01,
243,1.20e-01,-2.00e-01,
244,1.20e-01,2.00e-01,
245,1.80e-01,-2.00e-01,
246,1.80e-01,2.00e-01,
247,1.20e-01,-2.00e-01,
248,1.80e-01,2.00e-01,
249,1.20e-01,-2.00e-01,
250,1.20e-01,-2.00e-01,
251,1.80e-01,2.00e-01,
252,1.80e-01,2.00e-01,
253,1.20e-01,-2.00e-01,
254,1.20e-01,2.00e-01,
255,1.80e-01,-2.00e-01,
256,1.20e-01,2.00e-01,
257,1.80e-01,-2.00e-01,
258,1.20e-01,2.00e-01,
259,1.80e-01,-2.00e-01,
260,1.20e-01,-2.00e-01,
261,1.80e-01,2.00e-01,
262,1.80e-01,2.00e-01,
263,1.20e-01,-2.00e-01,
264,1.80e-01,2.00e-01,
265,1.20e-01,-2.00e-01,
266,1.20e-01,2.00e-01,
267,2.00e-01,-2.00e-01,
268,1.40e-01,2.00e-01,
269,2.00e-01,-2.00e-01,
270,1.80e-01,2.00e-01,
271,1.20e-01,-2.00e-01,
272,1.20e-01,2.00e-01,
273,1.80e-01,-2.00e-01,
274,1.20e-01,2.00e-01,
275,1.80e-01,-2.00e-01,
276,1.80e-01,2.00e-01,
277,1.20e-01,-2.00e-01,
278,1.80e-01,-2.00e-01,
279,1.20e-01,2.00e-01,
280,1.80e-01,-2.00e-01,
281,1.20e-01,4.00e-01,
282,1.40e-01,4.00e-01,
283,2.80e-01,-2.00e-01,
284,2.40e-01,-2.00e-01,
285,3.00e-01,2.00e-01,
286,2.40e-01,-2.00e-01,
287,3.00e-01,2.00e-01,
288,2.80e-01,-2.00e-01,
289,2.00e-01,2.00e-01,
290,2.60e-01,2.00e-01,
291,2.00e-01,-2.00e-01,
292,2.40e-01,-2.00e-01,
293,1.80e-01,2.00e-01,
294,2.20e-01,2.00e-01,
295,1.60e-01,-2.00e-01,
296,1.60e-01,-2.00e-01,
297,2.20e-01,2.00e-01,
298,2.20e-01,-2.00e-01,
299,1.60e-01,2.00e-01,
300,2.20e-01,2.00e-01,
301,1.60e-01,-2.00e-01,
302,1.60e-01,2.00e-01,
303,2.20e-01,-2.00e-01,
304,2.20e-01,2.00e-01,
305,1.40e-01,-2.00e-01,
306,2.00e-01,-2.00e-01,
307,1.40e-01,2.00e-01,
308,2.00e-01,-2.00e-01,
309,1.40e-01,2.00e-01,
310,2.00e-01,-2.00e-01,
311,1.40e-01,2.00e-01,
312,2.00e-01,2.00e-01,
313,1.40e-01,-2.00e-01,
314,2.00e-01,-2.00e-01,
315,1.40e-01,2.00e-01,
316,1.80e-01,2.00e-01,
317,1.40e-01,-2.00e-01,
318,1.80e-01,2.00e-01,
319,1.20e-01,-2.00e-01,
320,1.80e-01,2.00e-01,
321,1.20e-01,-2.00e-01,
322,1.80e-01,2.00e-01,
323,1.20e-01,-2.00e-01,
324,1.80e-01,2.00e-01,
325,1.20e-01,-2.00e-01,
326,1.80e-01,2.00e-01,
327,1.20e-01,-2.00e-01,
328,1.80e-01,2.00e-01,
329,1.20e-01,-2.00e-01,
330,1.80e-01,2.00e-01,
331,1.20e-01,-2.00e-01,
332,1.80e-01,-2.00e-01,
333,1.20e-01,2.00e-01,
334,1.20e-01,2.00e-01,
335,1.80e-01,-2.00e-01,
336,1.20e-01,-2.00e-01,
337,1.60e-01,2.00e-01,
338,1.20e-01,2.00e-01,
339,1.80e-01,-2.00e-01,
340,1.80e-01,-2.00e-01,
341,1.20e-01,2.00e-01,
342,1.80e-01,2.00e-01,
343,1.20e-01,-2.00e-01,
344,1.80e-01,2.00e-01,
345,1.20e-01,-2.00e-01,
346,1.20e-01,-2.00e-01,
347,1.80e-01,2.00e-01,
348,1.20e-01,2.00e-01,
349,1.80e-01,-2.00e-01,
350,1.80e-01,2.00e-01,
351,1.00e-01,-2.00e-01,
352,1.20e-01,2.00e-01,
353,1.80e-01,-2.00e-01,
354,1.80e-01,-2.00e-01,
355,1.20e-01,2.00e-01,
356,1.20e-01,2.00e-01,
357,1.80e-01,-2.00e-01,
358,1.80e-01,-2.00e-01,
359,1.20e-01,2.00e-01,
360,1.80e-01,-2.00e-01,
361,1.40e-01,2.00e-01,
